evaluation_period,group_type,group_value,model,n,mae,rmse,wape,smape,uncensored_n
2024-06-26 to 2024-07-02,third_category,19,xgb_observed_sales,21,0.4627240856488545,0.5337621479865617,0.25371294513383663,0.496807571517009,10
2024-06-26 to 2024-07-02,third_category,19,xgb_stockout_aware,21,0.433178584916251,0.5073641152207732,0.2375130622256206,0.45342311946473385,10
2024-06-26 to 2024-07-02,third_category,20,seasonal_naive,14,0.42142857142857154,0.5175491695067657,0.5130434782608697,0.43961244414660566,14
2024-06-26 to 2024-07-02,third_category,20,xgb_observed_sales,14,0.19161911862237116,0.22821264287569923,0.23327544875766923,0.2458366216899139,14
2024-06-26 to 2024-07-02,third_category,20,xgb_stockout_aware,14,0.17945168954985485,0.22980034456095375,0.21846292640851897,0.23173679793233984,14
2024-06-26 to 2024-07-02,third_category,24,seasonal_naive,21,1.5176666666666665,2.025138925275663,0.732515111815946,0.8092444768458842,11
2024-06-26 to 2024-07-02,third_category,24,xgb_observed_sales,21,1.1090728813807171,1.2303173678571144,0.5353037419613196,0.712376093882317,11
2024-06-26 to 2024-07-02,third_category,24,xgb_stockout_aware,21,1.0574762273515976,1.2629881747246101,0.5104001648942413,0.6508340483975307,11
2024-06-26 to 2024-07-02,third_category,29,seasonal_naive,7,0.29999999999999993,0.36449573777637356,1.4999999999999998,1.142857142857143,7
2024-06-26 to 2024-07-02,third_category,29,xgb_observed_sales,7,0.12843903082289868,0.15984116367421847,0.6421951541144933,1.311613595583689,7
2024-06-26 to 2024-07-02,third_category,29,xgb_stockout_aware,7,0.1422032401497875,0.19388138695776125,0.7110162007489376,0.9895583051649195,7
2024-06-26 to 2024-07-02,third_category,30,seasonal_naive,7,0.24285714285714288,0.2803059552906941,0.29310344827586216,0.3688588722202168,2
2024-06-26 to 2024-07-02,third_category,30,xgb_observed_sales,7,0.3179673297064645,0.3399770654226422,0.3837536737836641,0.3628786619811745,2
2024-06-26 to 2024-07-02,third_category,30,xgb_stockout_aware,7,0.32218354088919504,0.4219754201459587,0.38884220452144236,0.3622365835702764,2
2024-06-26 to 2024-07-02,third_category,37,seasonal_naive,7,0.5571428571428572,0.8008923594519873,0.7959183673469387,1.1090909090909091,5
2024-06-26 to 2024-07-02,third_category,37,xgb_observed_sales,7,0.4995396392686026,0.6167611077945727,0.7136280560980037,0.7984604578878914,5
2024-06-26 to 2024-07-02,third_category,37,xgb_stockout_aware,7,0.4485875240394047,0.5918251680858677,0.6408393200562924,0.7236448880038545,5
2024-06-26 to 2024-07-02,third_category,38,seasonal_naive,7,0.5571428571428572,0.6403124237432849,0.9512195121951221,1.1588744588744588,4
2024-06-26 to 2024-07-02,third_category,38,xgb_observed_sales,7,0.36399917176791596,0.4261538691012498,0.6214620005793687,1.0454065810766737,4
2024-06-26 to 2024-07-02,third_category,38,xgb_stockout_aware,7,0.3648077300616673,0.4186694245450356,0.6228424659589441,1.0633422049999048,4
2024-06-26 to 2024-07-02,third_category,44,seasonal_naive,14,0.27142857142857146,0.34641016151377546,0.7450980392156864,1.2140589569160998,13
2024-06-26 to 2024-07-02,third_category,44,xgb_observed_sales,14,0.34315991103649146,0.3849560634840158,0.9420075989237021,0.9101382714770061,13
2024-06-26 to 2024-07-02,third_category,44,xgb_stockout_aware,14,0.31773381701537545,0.35916088321691986,0.8722104780814229,0.9053322893527801,13
2024-06-26 to 2024-07-02,third_category,46,seasonal_naive,7,0.11428571428571428,0.20701966780270628,0.26666666666666666,0.23304473304473303,4
2024-06-26 to 2024-07-02,third_category,46,xgb_observed_sales,7,0.08940274374825614,0.1510785346797838,0.20860640207926434,0.1858722392732049,4
2024-06-26 to 2024-07-02,third_category,46,xgb_stockout_aware,7,0.10468287382807051,0.18378345845546518,0.24426003893216455,0.22349788240630478,4
2024-06-26 to 2024-07-02,third_category,47,seasonal_naive,49,0.4714285714285715,0.5829201646600904,0.7938144329896907,1.0469296743006227,38
2024-06-26 to 2024-07-02,third_category,47,xgb_observed_sales,49,0.29338398186527953,0.36244407684811775,0.49401426499651874,0.6505797200983442,38
2024-06-26 to 2024-07-02,third_category,47,xgb_stockout_aware,49,0.2994094199672037,0.3647130165693065,0.5041601916973533,0.635051741347631,38
2024-06-26 to 2024-07-02,third_category,52,seasonal_naive,28,0.32285714285714284,0.3984613263184127,0.5342789598108747,0.685533540439008,20
2024-06-26 to 2024-07-02,third_category,52,xgb_observed_sales,28,0.33206123539379667,0.39494063434447657,0.549510318618576,0.6269552971332369,20
2024-06-26 to 2024-07-02,third_category,52,xgb_stockout_aware,28,0.3519139850139618,0.4159159128557604,0.5823635685810243,0.675840770338283,20
2024-06-26 to 2024-07-02,third_category,55,seasonal_naive,21,0.3666666666666667,0.42370250120079483,0.5238095238095238,0.9119053558377676,19
2024-06-26 to 2024-07-02,third_category,55,xgb_observed_sales,21,0.3981475404330662,0.4699342828731895,0.568782200618666,0.6669572236883927,19
2024-06-26 to 2024-07-02,third_category,55,xgb_stockout_aware,21,0.39053673488753177,0.4561807093339214,0.5579096212679024,0.6610496742473826,19
2024-06-26 to 2024-07-02,third_category,56,seasonal_naive,7,0.4714285714285714,0.5331845030434721,0.5238095238095238,0.7413782904466134,3
2024-06-26 to 2024-07-02,third_category,56,xgb_observed_sales,7,0.5673824352877481,0.646208904914496,0.630424928097498,0.796578165078711,3
2024-06-26 to 2024-07-02,third_category,56,xgb_stockout_aware,7,0.5398361870220729,0.5988211586284576,0.599817985580081,0.7848343313035228,3
2024-06-26 to 2024-07-02,third_category,57,seasonal_naive,14,0.5357142857142857,0.6912721192534406,0.7281553398058253,1.0564228874573702,14
2024-06-26 to 2024-07-02,third_category,57,xgb_observed_sales,14,0.3242882375206266,0.41933045602404695,0.4407801286688129,0.7106297632808686,14
2024-06-26 to 2024-07-02,third_category,57,xgb_stockout_aware,14,0.2838977321982384,0.35817977052203825,0.38588041269663476,0.6899163008469618,14
2024-06-26 to 2024-07-02,third_category,58,seasonal_naive,28,0.5499999999999999,0.6824326235712106,0.608695652173913,0.7587949421285959,20
2024-06-26 to 2024-07-02,third_category,58,xgb_observed_sales,28,0.3781875831740243,0.49658236472702744,0.4185475228803431,0.4355708153769778,20
2024-06-26 to 2024-07-02,third_category,58,xgb_stockout_aware,28,0.35147574373653956,0.4804932719265891,0.3889850128309528,0.40724516188403065,20
2024-06-26 to 2024-07-02,third_category,59,seasonal_naive,14,0.5092857142857143,0.585106827852829,0.3159060700044307,0.3349569681522016,9
2024-06-26 to 2024-07-02,third_category,59,xgb_observed_sales,14,0.3686697684015548,0.47262992924785274,0.228683064139201,0.2346500254227402,9
2024-06-26 to 2024-07-02,third_category,59,xgb_stockout_aware,14,0.3946845987864904,0.485020161049451,0.24481986632746416,0.255071360979786,9
2024-06-26 to 2024-07-02,third_category,60,seasonal_naive,105,0.46095238095238095,0.5974549195984421,0.35905044510385753,0.473707801466861,36
2024-06-26 to 2024-07-02,third_category,60,xgb_observed_sales,105,0.3570108090695881,0.48216978232133584,0.2780870545423349,0.3252868099518971,36
2024-06-26 to 2024-07-02,third_category,60,xgb_stockout_aware,105,0.3727111528600965,0.49805474219857354,0.2903165508183244,0.3372090880053829,36
2024-06-26 to 2024-07-02,third_category,61,seasonal_naive,14,0.5071428571428571,0.770435869213933,1.0289855072463765,1.2664781031776104,10
2024-06-26 to 2024-07-02,third_category,61,xgb_observed_sales,14,0.342466246017388,0.5561645322660714,0.6948590498903523,0.8679888492688407,10
2024-06-26 to 2024-07-02,third_category,61,xgb_stockout_aware,14,0.38021534149135866,0.5670310289028857,0.7714514175186986,0.9330797126469451,10
2024-06-26 to 2024-07-02,third_category,63,seasonal_naive,7,0.18571428571428575,0.2591193878173865,0.31707317073170743,0.45801842268007675,4
2024-06-26 to 2024-07-02,third_category,63,xgb_observed_sales,7,0.22681005171367102,0.2703616035562569,0.38723667365748715,0.5104595608154766,4
2024-06-26 to 2024-07-02,third_category,63,xgb_stockout_aware,7,0.20777362670217242,0.25488002308732305,0.3547354602232213,0.48597748930943435,4
2024-06-26 to 2024-07-02,third_category,65,seasonal_naive,525,0.8048171428571429,1.0977555986127852,0.6707352499964282,0.839848354215502,430
2024-06-26 to 2024-07-02,third_category,65,xgb_observed_sales,525,0.5689772984418415,0.8333072938680554,0.47418613519819347,0.6340424335475446,430
2024-06-26 to 2024-07-02,third_category,65,xgb_stockout_aware,525,0.5626610598057793,0.8147120522444524,0.46892217687151516,0.6255519985349961,430
2024-06-26 to 2024-07-02,third_category,66,seasonal_naive,336,0.5832440476190476,0.8433029238823802,1.7045316169435505,1.24667987623076,242
2024-06-26 to 2024-07-02,third_category,66,xgb_observed_sales,336,0.31148721669788804,0.5237953604740132,0.9103218649255491,0.9887506179837896,242
2024-06-26 to 2024-07-02,third_category,66,xgb_stockout_aware,336,0.29641664930727396,0.4425651735120632,0.8662781087870232,1.0237642984956221,242
2024-06-26 to 2024-07-02,third_category,67,seasonal_naive,210,0.47619047619047616,0.6370318075335986,0.7168458781362007,0.9765054442918267,182
2024-06-26 to 2024-07-02,third_category,67,xgb_observed_sales,210,0.3374621671810747,0.46615736395809326,0.5080075634983919,0.7137479138892526,182
2024-06-26 to 2024-07-02,third_category,67,xgb_stockout_aware,210,0.32974899765281446,0.454740216774507,0.49639634055262394,0.6833968560941053,182
2024-06-26 to 2024-07-02,third_category,68,seasonal_naive,14,0.4499999999999999,0.7430631582462268,2.6249999999999996,1.1787545787545788,13
2024-06-26 to 2024-07-02,third_category,68,xgb_observed_sales,14,0.2603731461933681,0.33319417089756154,1.5188433527946474,1.205557168521905,13
2024-06-26 to 2024-07-02,third_category,68,xgb_stockout_aware,14,0.26548886703593394,0.3309259570084254,1.5486850577096145,1.2082121202964629,13
2024-06-26 to 2024-07-02,third_category,69,seasonal_naive,7,0.4000000000000001,0.6391959234627742,0.5957446808510639,0.5934300993124523,5
2024-06-26 to 2024-07-02,third_category,69,xgb_observed_sales,7,0.3929991245269776,0.6183355410129512,0.5853178450401794,0.7524343874856124,5
2024-06-26 to 2024-07-02,third_category,69,xgb_stockout_aware,7,0.4674723710332599,0.656338201318919,0.6962354462197488,0.8594277708841547,5
2024-06-26 to 2024-07-02,third_category,72,seasonal_naive,98,0.37959183673469393,0.5002040400003314,0.28994544037412323,0.3549151828737993,69
2024-06-26 to 2024-07-02,third_category,72,xgb_observed_sales,98,0.3388051371185147,0.4654346043711878,0.25879114136877973,0.3057032047384166,69
2024-06-26 to 2024-07-02,third_category,72,xgb_stockout_aware,98,0.33175948116244103,0.43832602498441214,0.25340942442649433,0.2950311069098215,69
2024-06-26 to 2024-07-02,third_category,73,seasonal_naive,7,0.35714285714285715,0.43260011227790635,0.36231884057971014,0.3422383000022752,6
2024-06-26 to 2024-07-02,third_category,73,xgb_observed_sales,7,0.27808746610369,0.316330321791533,0.2821177192356275,0.3001330255406148,6
2024-06-26 to 2024-07-02,third_category,73,xgb_stockout_aware,7,0.2907427498272487,0.3336376620937647,0.2949564128682233,0.3167092627725661,6
2024-06-26 to 2024-07-02,third_category,74,seasonal_naive,21,0.6380952380952382,1.0592000575456753,0.49446494464944646,0.5203571283292157,15
2024-06-26 to 2024-07-02,third_category,74,xgb_observed_sales,21,0.5422605911890666,0.7507818608353679,0.420201934131749,0.4574923580256656,15
2024-06-26 to 2024-07-02,third_category,74,xgb_stockout_aware,21,0.5278385633514041,0.734261927974341,0.4090261930029331,0.43955959647057424,15
2024-06-26 to 2024-07-02,third_category,75,seasonal_naive,14,0.33642857142857147,0.4016128199433593,1.1544117647058825,1.1434961863533293,9
2024-06-26 to 2024-07-02,third_category,75,xgb_observed_sales,14,0.22225538649729318,0.24920501231595557,0.762641032098555,0.9793200469429769,9
2024-06-26 to 2024-07-02,third_category,75,xgb_stockout_aware,14,0.2803769895860127,0.30822845792675646,0.9620779054422005,0.9551667747051138,9
2024-06-26 to 2024-07-02,third_category,76,seasonal_naive,21,0.2952380952380952,0.36774732526300613,0.3229166666666666,0.3388973050934861,16
2024-06-26 to 2024-07-02,third_category,76,xgb_observed_sales,21,0.234021102246784,0.276120418938484,0.25596058058241994,0.26233028043190487,16
2024-06-26 to 2024-07-02,third_category,76,xgb_stockout_aware,21,0.2245573509307135,0.2699234899118668,0.24560960258046785,0.2515569840753876,16
2024-06-26 to 2024-07-02,third_category,77,seasonal_naive,140,0.5315714285714287,0.7516097011462418,0.579504750038935,0.7861214902332607,54
2024-06-26 to 2024-07-02,third_category,77,xgb_observed_sales,140,0.47314906924111505,0.6188525987505977,0.5158142788798951,0.6602831968826044,54
2024-06-26 to 2024-07-02,third_category,77,xgb_stockout_aware,140,0.5426021891321455,0.7112431459782954,0.5915301859406664,0.6513927614693382,54
2024-06-26 to 2024-07-02,third_category,78,seasonal_naive,14,0.4071428571428571,0.478837878916982,0.4956521739130434,0.5275737280558156,12
2024-06-26 to 2024-07-02,third_category,78,xgb_observed_sales,14,0.22419314214161462,0.29491332326171993,0.2729307817376178,0.2810506609473785,12
2024-06-26 to 2024-07-02,third_category,78,xgb_stockout_aware,14,0.24932343108313423,0.30476405360547076,0.3035241769707721,0.3130916511288512,12
2024-06-26 to 2024-07-02,third_category,79,seasonal_naive,42,0.33571428571428574,0.41202172850701063,0.5465116279069768,0.5858843537414966,35
2024-06-26 to 2024-07-02,third_category,79,xgb_observed_sales,42,0.2407342883802595,0.34260733075757266,0.39189302759577127,0.3919884232652143,35
2024-06-26 to 2024-07-02,third_category,79,xgb_stockout_aware,42,0.2583873718976974,0.35403147282949204,0.42063060541485625,0.43852194402820477,35
2024-06-26 to 2024-07-02,third_category,81,seasonal_naive,154,1.6631233766233764,2.433938288229406,0.6451410579345088,0.8530385463882052,74
2024-06-26 to 2024-07-02,third_category,81,xgb_observed_sales,154,1.1918065390223032,1.8066127508855705,0.4623128640036139,0.5876996872336919,74
2024-06-26 to 2024-07-02,third_category,81,xgb_stockout_aware,154,1.1685200081630185,1.8662256194364724,0.45327980165517595,0.5581497224904536,74
2024-06-26 to 2024-07-02,third_category,82,seasonal_naive,168,0.47023809523809523,0.7333874438911147,0.6677937447168216,0.7663144911448049,86
2024-06-26 to 2024-07-02,third_category,82,xgb_observed_sales,168,0.3821993327300463,0.5557019942766683,0.5427682831669297,0.7312212035682043,86
2024-06-26 to 2024-07-02,third_category,82,xgb_stockout_aware,168,0.4009123002711152,0.5602531518507354,0.5693429116276192,0.7791470795588159,86
2024-06-26 to 2024-07-02,third_category,83,seasonal_naive,91,0.34384615384615386,0.44110376043798066,1.2372479240806644,1.2229130227190992,32
2024-06-26 to 2024-07-02,third_category,83,xgb_observed_sales,91,0.2768196231323284,0.33061977939421133,0.9960690274828741,1.1540137944297408,32
2024-06-26 to 2024-07-02,third_category,83,xgb_stockout_aware,91,0.3219686972832942,0.378611193623887,1.1585271432494968,1.145477608922729,32
2024-06-26 to 2024-07-02,third_category,85,seasonal_naive,14,0.5714285714285714,0.7319250547113999,0.5228758169934641,0.5357599206027275,14
2024-06-26 to 2024-07-02,third_category,85,xgb_observed_sales,14,0.38397355505398334,0.45752567058715543,0.3513483510297887,0.33502756620405927,14
2024-06-26 to 2024-07-02,third_category,85,xgb_stockout_aware,14,0.4024808738912854,0.4540318149452332,0.3682831525802612,0.3514569903871959,14
2024-06-26 to 2024-07-02,third_category,86,seasonal_naive,84,0.2904761904761905,0.3944133678793161,0.48586220629231386,0.5683205707987701,56
2024-06-26 to 2024-07-02,third_category,86,xgb_observed_sales,84,0.21716349286692485,0.2769012400212293,0.3632364277344024,0.42235149515981,56
2024-06-26 to 2024-07-02,third_category,86,xgb_stockout_aware,84,0.2109270708050047,0.26660338446098725,0.3528051363524571,0.4164340969210221,56
2024-06-26 to 2024-07-02,third_category,88,seasonal_naive,21,0.24095238095238095,0.3237724068363014,0.3446866485013624,0.3551998065643634,12
2024-06-26 to 2024-07-02,third_category,88,xgb_observed_sales,21,0.20260191213516965,0.26983763571492175,0.2898256236266051,0.3096300431170708,12
2024-06-26 to 2024-07-02,third_category,88,xgb_stockout_aware,21,0.21108106283914477,0.27975304325632044,0.30195519888433514,0.3267243671585765,12
2024-06-26 to 2024-07-02,third_category,92,seasonal_naive,14,0.2857142857142857,0.36055512754639896,0.5970149253731343,0.5784992784992785,2
2024-06-26 to 2024-07-02,third_category,92,xgb_observed_sales,14,0.21086406580039432,0.23964651129614947,0.44061148077694334,0.44405622234631775,2
2024-06-26 to 2024-07-02,third_category,92,xgb_stockout_aware,14,0.19093000377927502,0.2222911897005035,0.3989582168522165,0.4058212029449172,2
2024-06-26 to 2024-07-02,third_category,94,seasonal_naive,91,0.2887912087912088,0.38089541698649865,0.30772833723653403,0.3689972857686418,44
2024-06-26 to 2024-07-02,third_category,94,xgb_observed_sales,91,0.2200822226424794,0.29065188128159136,0.23451384379936335,0.33163960013340305,44
2024-06-26 to 2024-07-02,third_category,94,xgb_stockout_aware,91,0.23526304368789377,0.32133686381294985,0.25069012851988687,0.3394305077641283,44
2024-06-26 to 2024-07-02,third_category,95,seasonal_naive,14,0.17714285714285713,0.21817424229271426,0.3315508021390375,0.3981163677592248,4
2024-06-26 to 2024-07-02,third_category,95,xgb_observed_sales,14,0.1596335623094014,0.18259940222857934,0.29877939469674064,0.3308173975420022,4
2024-06-26 to 2024-07-02,third_category,95,xgb_stockout_aware,14,0.21517265728541785,0.2253236053493591,0.4027295724593383,0.4623136362395631,4
2024-06-26 to 2024-07-02,third_category,97,seasonal_naive,7,0.13142857142857145,0.16492422502470644,0.2804878048780488,0.32154851950770313,6
2024-06-26 to 2024-07-02,third_category,97,xgb_observed_sales,7,0.18606552464621412,0.20513860847297805,0.3970910586961886,0.42357581248250836,6
2024-06-26 to 2024-07-02,third_category,97,xgb_stockout_aware,7,0.20814021979059497,0.2458881770920558,0.4442016885774892,0.49832964002006974,6
2024-06-26 to 2024-07-02,third_category,98,seasonal_naive,112,0.3358035714285714,0.45262626494082925,0.3355938252877666,0.3693499406599064,47
2024-06-26 to 2024-07-02,third_category,98,xgb_observed_sales,112,0.29657222299703534,0.40644060447196556,0.2963869811338267,0.31928956369540373,47
2024-06-26 to 2024-07-02,third_category,98,xgb_stockout_aware,112,0.28833969207746646,0.4020601591313063,0.2881595923322588,0.3167576546188032,47
2024-06-26 to 2024-07-02,third_category,99,seasonal_naive,28,0.20642857142857143,0.28387623057542927,0.2236842105263158,0.28073061441705577,13
2024-06-26 to 2024-07-02,third_category,99,xgb_observed_sales,28,0.23199247956275942,0.3494177621430019,0.25138503977388793,0.2495199126664931,13
2024-06-26 to 2024-07-02,third_category,99,xgb_stockout_aware,28,0.2661049209322248,0.3644869984769557,0.28834898553027455,0.30274582533456623,13
2024-06-26 to 2024-07-02,third_category,100,seasonal_naive,63,0.2346031746031746,0.3199801581150018,0.2848882035466462,0.3406141338788181,36
2024-06-26 to 2024-07-02,third_category,100,xgb_observed_sales,63,0.216696969062563,0.3053758019217773,0.26314396782847865,0.28704445913696636,36
2024-06-26 to 2024-07-02,third_category,100,xgb_stockout_aware,63,0.23167046399343585,0.32216831986613503,0.28132689343844375,0.31486640357048357,36
2024-06-26 to 2024-07-02,third_category,101,seasonal_naive,56,0.18464285714285714,0.22988351087328682,0.2804448060754,0.3650185664824243,29
2024-06-26 to 2024-07-02,third_category,101,xgb_observed_sales,56,0.15139393670218332,0.18616793740736,0.22994468281318864,0.2673221012032708,29
2024-06-26 to 2024-07-02,third_category,101,xgb_stockout_aware,56,0.19552704140543936,0.2417987073076239,0.2969762494902252,0.35231885617093656,29
2024-06-26 to 2024-07-02,third_category,103,seasonal_naive,98,0.31204081632653063,0.43821996154200643,0.4438316400580553,0.45210218365300486,47
2024-06-26 to 2024-07-02,third_category,103,xgb_observed_sales,98,0.23333778145361922,0.32494104467902657,0.33188828131284026,0.3648287848413342,47
2024-06-26 to 2024-07-02,third_category,103,xgb_stockout_aware,98,0.249093440430505,0.3382235119919125,0.35429836229592887,0.39870423306340397,47
2024-06-26 to 2024-07-02,third_category,104,seasonal_naive,35,0.29057142857142854,0.38177405434553646,0.3475734791524264,0.519590117753302,15
2024-06-26 to 2024-07-02,third_category,104,xgb_observed_sales,35,0.2505159818104336,0.31475107183137907,0.2996602653234851,0.4279625404651851,15
2024-06-26 to 2024-07-02,third_category,104,xgb_stockout_aware,35,0.2679197165625436,0.3537419092851515,0.3204781298595019,0.4202136440133038,15
2024-06-26 to 2024-07-02,third_category,105,seasonal_naive,84,0.32702380952380955,0.4192240564707726,0.3995636363636364,0.4201946415229816,57
2024-06-26 to 2024-07-02,third_category,105,xgb_observed_sales,84,0.25096433814082825,0.3124527809455438,0.3066327913284302,0.34572647992990424,57
2024-06-26 to 2024-07-02,third_category,105,xgb_stockout_aware,84,0.2536607758487974,0.32117732896963264,0.30992734794616705,0.34594068262396377,57
2024-06-26 to 2024-07-02,third_category,106,seasonal_naive,35,0.2851428571428571,0.38222655959148477,0.310323383084577,0.3519561509626766,15
2024-06-26 to 2024-07-02,third_category,106,xgb_observed_sales,35,0.25914736509323116,0.36728466960024525,0.28203226922459856,0.2721887789902598,15
2024-06-26 to 2024-07-02,third_category,106,xgb_stockout_aware,35,0.2958881147589002,0.40654957812948433,0.32201753782840503,0.3321434368816473,15
2024-06-26 to 2024-07-02,third_category,109,seasonal_naive,49,0.4422448979591837,0.5962347846002839,0.46592130724575365,0.439837032016551,33
2024-06-26 to 2024-07-02,third_category,109,xgb_observed_sales,49,0.3806796745864713,0.4878697876527359,0.4010600742794473,0.4140700748695388,33
2024-06-26 to 2024-07-02,third_category,109,xgb_stockout_aware,49,0.35285481258314483,0.4710686537893737,0.37174555615080834,0.38354283666560873,33
2024-06-26 to 2024-07-02,third_category,110,seasonal_naive,56,0.29250000000000004,0.37297069973007646,0.3928999760134326,0.41699994451165695,33
2024-06-26 to 2024-07-02,third_category,110,xgb_observed_sales,56,0.21283019306404252,0.27386274556617646,0.28588368461468894,0.30647600915366346,33
2024-06-26 to 2024-07-02,third_category,110,xgb_stockout_aware,56,0.22326049070273127,0.29832057939777246,0.29989415877555653,0.3167631111069076,33
2024-06-26 to 2024-07-02,third_category,111,seasonal_naive,7,0.62,0.6731164195632984,0.44285714285714284,0.6455319237927933,4
2024-06-26 to 2024-07-02,third_category,111,xgb_observed_sales,7,0.5828967997006007,0.7155748866393205,0.4163548569290005,0.5632843108054814,4
2024-06-26 to 2024-07-02,third_category,111,xgb_stockout_aware,7,0.6454627820423671,0.7800643941545597,0.4610448443159764,0.6034539256402601,4
2024-06-26 to 2024-07-02,third_category,112,seasonal_naive,63,0.4047619047619049,0.5484610504033298,0.4636363636363638,0.5195097166266078,30
2024-06-26 to 2024-07-02,third_category,112,xgb_observed_sales,63,0.3114519085959782,0.4054285806331169,0.35675400439175686,0.3937090366893115,30
2024-06-26 to 2024-07-02,third_category,112,xgb_stockout_aware,63,0.29930523660447866,0.38543085332335797,0.3428405437469483,0.394936367740678,30
2024-06-26 to 2024-07-02,third_category,113,seasonal_naive,154,0.37116883116883115,0.464327470649756,0.5259961350878807,0.6598576303189989,68
2024-06-26 to 2024-07-02,third_category,113,xgb_observed_sales,154,0.2654615263582824,0.34672083398940096,0.37619467248712146,0.45388474165114767,68
2024-06-26 to 2024-07-02,third_category,113,xgb_stockout_aware,154,0.26082570513347525,0.34187350522591375,0.36962509055447856,0.4367123484120477,68
2024-06-26 to 2024-07-02,third_category,114,seasonal_naive,35,0.30771428571428583,0.3857793595900567,0.6487951807228916,0.6522266902098833,25
2024-06-26 to 2024-07-02,third_category,114,xgb_observed_sales,35,0.2038325381278992,0.24968401067456292,0.42976739966725724,0.49193840176553527,25
2024-06-26 to 2024-07-02,third_category,114,xgb_stockout_aware,35,0.20987589291163858,0.25719017249449544,0.4425094127655029,0.4972857100439563,25
2024-06-26 to 2024-07-02,third_category,115,seasonal_naive,7,0.2914285714285714,0.45694638635183454,1.1333333333333333,0.6804421768707483,3
2024-06-26 to 2024-07-02,third_category,115,xgb_observed_sales,7,0.17759576184409004,0.25019790575017653,0.690650184949239,0.5792838745750336,3
2024-06-26 to 2024-07-02,third_category,115,xgb_stockout_aware,7,0.17837972896439688,0.24309633530568484,0.6936989459726545,0.5970321880189371,3
2024-06-26 to 2024-07-02,third_category,116,seasonal_naive,21,0.18000000000000002,0.2382875413884502,0.2885496183206107,0.34153254153254153,14
2024-06-26 to 2024-07-02,third_category,116,xgb_observed_sales,21,0.21193322454180033,0.28588378392659164,0.3397402836166265,0.36236679013247886,14
2024-06-26 to 2024-07-02,third_category,116,xgb_stockout_aware,21,0.19530510959171116,0.2702133918730698,0.3130845268264072,0.33544893429872596,14
2024-06-26 to 2024-07-02,third_category,117,seasonal_naive,7,0.29142857142857137,0.31112698372208086,0.7034482758620688,0.8089639683624644,5
2024-06-26 to 2024-07-02,third_category,117,xgb_observed_sales,7,0.23346346787043976,0.26160971752933093,0.5635325086527857,0.7265403160528275,5
2024-06-26 to 2024-07-02,third_category,117,xgb_stockout_aware,7,0.20395463875361847,0.2389631433885733,0.49230430043976875,0.6278011989777967,5
2024-06-26 to 2024-07-02,third_category,119,seasonal_naive,7,0.22285714285714284,0.2461126339126632,0.8297872340425531,0.7846495119787046,6
2024-06-26 to 2024-07-02,third_category,119,xgb_observed_sales,7,0.1359582370519638,0.1548288317527524,0.5062274783849715,0.5070030345864599,6
2024-06-26 to 2024-07-02,third_category,119,xgb_stockout_aware,7,0.12147373139858246,0.1448354993129533,0.45229580839897726,0.48399316843653456,6
2024-06-26 to 2024-07-02,third_category,121,seasonal_naive,21,0.2761904761904762,0.35989416433697496,0.5576923076923076,0.5118704047275476,12
2024-06-26 to 2024-07-02,third_category,121,xgb_observed_sales,21,0.16756644334111898,0.21503835425116957,0.3383553182849517,0.36754221191846753,12
2024-06-26 to 2024-07-02,third_category,121,xgb_stockout_aware,21,0.1632373460701534,0.20365964935584652,0.3296138718724251,0.3663633105354884,12
2024-06-26 to 2024-07-02,third_category,122,seasonal_naive,7,0.3514285714285715,0.4255416716206702,0.9461538461538462,0.820717377860235,4
2024-06-26 to 2024-07-02,third_category,122,xgb_observed_sales,7,0.27281784074647086,0.29084647104229383,0.7345095712404984,0.7664452895786665,4
2024-06-26 to 2024-07-02,third_category,122,xgb_stockout_aware,7,0.27383476836340764,0.28922789802863463,0.7372474532860975,0.7919402275446947,4
2024-06-26 to 2024-07-02,third_category,123,seasonal_naive,154,0.39623376623376627,0.5486429539409861,0.42419186652763297,0.630999562549708,95
2024-06-26 to 2024-07-02,third_category,123,xgb_observed_sales,154,0.3250718631334119,0.4727600316406233,0.3480088072474483,0.45642590304481434,95
2024-06-26 to 2024-07-02,third_category,123,xgb_stockout_aware,154,0.33189832324331453,0.46894075986844846,0.35531693972520295,0.4596174915369279,95
2024-06-26 to 2024-07-02,third_category,127,seasonal_naive,63,0.5606349206349205,0.7586642396814472,0.28995977341761753,0.31052982657225026,48
2024-06-26 to 2024-07-02,third_category,127,xgb_observed_sales,63,0.6177662905435714,0.8977936958510525,0.3195080560236844,0.31493773499172134,48
2024-06-26 to 2024-07-02,third_category,127,xgb_stockout_aware,63,0.5602859453927904,0.7842970425605688,0.28977928380055656,0.29197450587051993,48
2024-06-26 to 2024-07-02,third_category,128,seasonal_naive,84,0.39047619047619053,0.5871642911161278,0.39613526570048313,0.5564551185022931,36
2024-06-26 to 2024-07-02,third_category,128,xgb_observed_sales,84,0.3088609940416756,0.4117416169988486,0.31333724033213467,0.4028587925915563,36
2024-06-26 to 2024-07-02,third_category,128,xgb_stockout_aware,84,0.31632452220434226,0.42609454398599783,0.32090893556962263,0.40650237080901713,36
2024-06-26 to 2024-07-02,third_category,131,seasonal_naive,84,0.37940476190476197,0.49102540909911413,0.5256473692891309,0.7480740249498268,45
